Company,Ticker,Country,Rating 1-5 (1=Best),Market Cap,Industry
"NXP Semiconductors NV","NXPI","Netherlands","2","Large","Semiconductors"
"NexPoint Residential Trust Inc.","NXRT","United States","4","Small","REITs"
"Nexstar Media Group Inc.","NXST","United States","3","Large","Radio & Television"
"NextCure Inc","NXTC","United States","5","Small","Pharmaceuticals"
"New York Community Bancorp Inc.","NYCB","United States","1","Large","Banking"
"New York Mortgage Trust Inc.","NYMT","United States","4","Small","REITs"
"New York Times Co.","NYT","United States","2","Large","Publishing"
"Realty Income Corp.","O","United States","3","Large","REITs"
"Outbrain Inc.","OB","United States","3","Small","IT Services"
"Obsidian Energy Ltd.","OBE","Canada","3","Small","Production & Extraction"
"Orchestra BioMed Holdings Inc.","OBIO","","4","Small","Biotechnology"
"Origin Bancorp Inc","OBK","United States","3","Small","Banking"
"Orange County Bancorp Inc.","OBT","United States","3","Small","Banking"
"Owens Corning","OC","United States","1","Large","Construction Materials"
"Ocean Biomedical Inc.","OCEA","United States","3","Small","Miscellaneous"
"OceanFirst Financial Corp.","OCFC","United States","3","Small","Banking"
"Ocwen Financial Corp.","OCN","United States","3","Small","Credit & Lending"
"Oaktree Specialty Lending Corp.","OCSL","United States","3","Mid","Holding and other Investment Offices"
"Oil-Dri Corp. of America","ODC","United States","1","Small","Household & Personal Products"
"Old Dominion Freight Line Inc.","ODFL","United States","3","Large","Trucking"
"ODP Corporation","ODP","United States","1","Mid","Retail - Specialty"
"Orion SA","OEC","Luxembourg","3","Mid","Specialty Chemicals"
"Orion Energy Systems Inc.","OESX","United States","3","Small","Electrical Equipment"
"Corporate Office Properties Trust","OFC","United States","3","Mid","REITs"
"OFG Bancorp","OFG","","3","Mid","Banking"
"Orthofix Medical Inc.","OFIX","United States","4","Small","Medical Instruments & Equipment"
"Omega Flex Inc.","OFLX","United States","3","Small","Industrial Machinery & Equipment"
"OFS Capital Corp","OFS","United States","3","Small","Holding and other Investment Offices"
"OGE Energy Corp.","OGE","United States","3","Large","Electric Utilities"
"Organon & Co.","OGN","United States","1","Large","Pharmaceuticals"
"One Gas Inc.","OGS","United States","3","Mid","Gas Utilities"
"Omega Healthcare Investors Inc.","OHI","United States","3","Large","REITs"
"O-I Glass Inc.","OI","United States","2","Mid","Containers & Packaging"
"Oceaneering International Inc.","OII","United States","3","Mid","Equipment & Services"
"Oil States International Inc.","OIS","United States","4","Small","Equipment & Services"
"Oneok Inc.","OKE","United States","3","Large","Production & Extraction"
"Okta Inc","OKTA","United States","3","Large","Internet & Software"
"Universal Display Corp.","OLED","United States","3","Large","Electronic Instruments & Related Products"
"Ollie's Bargain Outlet Holdings Inc.","OLLI","United States","3","Mid","Retail - General Merchandise/Department Stores"
"Olema Pharmaceuticals Inc.","OLMA","United States","3","Small","Pharmaceuticals"
"Olin Corp.","OLN","United States","3","Large","Diversified Chemicals"
"Olo Inc.","OLO","United States","2","Mid","Internet & Software"
"One Liberty Properties Inc.","OLP","United States","3","Small","REITs"
"Olaplex Holdings Inc.","OLPX","United States","3","Mid","Miscellaneous Consumer Goods"
"Olympus Corp","OLYMY","Japan","3","Large","Medical Instruments & Equipment"
"Outset Medical Inc.","OM","United States","3","Small","Medical Instruments & Equipment"
"Grupo Aeroportuario del Centro Norte","OMAB","Mexico","1","Mid","Airlines/Air Freight"
"Omnicom Group Inc.","OMC","United States","2","Large","Advertising"
"Omnicell Inc.","OMCL","United States","3","Mid","Internet & Software"
"Omeros Corp.","OMER","United States","3","Small","Pharmaceuticals"
"Onemain Holdings, Inc.","OMF","United States","3","Mid","Credit & Lending"
"Omega Therapeutics Inc.","OMGA","United States","3","Small","Biotechnology"
"Owens & Minor Inc.","OMI","United States","3","Mid","Medical Instruments & Equipment"
"OMRON Corp","OMRNY","Japan","3","Large","Electrical Equipment"
"ON Semiconductor Corp.","ON","United States","1","Large","Semiconductors"
"Old National Bancorp","ONB","United States","2","Mid","Banking"
"Ondas Holdings Inc.","ONDS","United States","3","Small","Radio & Television"
"OneWater Marine Inc.","ONEW","United States","3","Small","Retail - Automotive"
"ON24 Inc.","ONTF","United States","3","Small","Internet & Software"
"Onto Innovation Inc.","ONTO","United States","3","Large","Semiconductors"
"OOMA Inc","OOMA","United States","3","Small","Internet & Software"
"Offerpad Solutions Inc.","OPAD","United States","4","Small","Property, Real Estate & Development"
"OPAL Fuels Inc.","OPAL","United States","3","Small","Refining & Marketing"
"OP Bancorp","OPBK","United States","2","Small","Banking"
"Option Care Health Inc.","OPCH","United States","2","Large","Diagnostic & Health Related Services"
"Opendoor Technologies Inc.","OPEN","United States","3","Mid","Property, Real Estate & Development"
"OppFi Inc.","OPFI","United States","3","Small","Credit & Lending"
"Office Properties Income Trust","OPI","United States","3","Small","REITs"
"Opko Health Inc.","OPK","United States","4","Mid","Pharmaceuticals"
"Old Point Financial Corp.","OPOF","United States","3","Small","Banking"
"Oportun Financial Corp.","OPRT","United States","4","Small","Finance Intermediaries & Services"
"OptimizeRx Corp","OPRX","United States","3","Small","Business Services"
"OptiNose Inc","OPTN","United States","4","Small","Pharmaceuticals"
"Oppenheimer Holdings Inc.","OPY","United States","2","Small","Finance Intermediaries & Services"
"Ormat Technologies Inc.","ORA","United States","3","Mid","Electric Utilities"
"Orange","ORAN","France","3","Large","Services"
"Orchid Island Capital, Inc.","ORC","United States","3","Small","REITs"
"Oracle Corp.","ORCL","United States","2","Large","Internet & Software"
"Origin Materials, Inc.","ORGN","","4","Small","Miscellaneous"
"Organogenesis Holdings Inc","ORGO","United States","2","Small","Pharmaceuticals"
"Old Republic International Corp.","ORI","United States","2","Large","General Insurance"
"ORIC Pharmaceuticals Inc.","ORIC","United States","4","Small","Pharmaceuticals"
"O'Reilly Automotive Inc.","ORLY","United States","2","Large","Retail - Automotive"
"Orion Group Holdings Inc.","ORN","United States","5","Small","Construction Services"
"Orrstown Financial Services Inc.","ORRF","United States","2","Small","Banking"
"Old Second Bancorp. Inc.","OSBC","United States","2","Small","Banking"
"Oscar Health Inc.","OSCR","United States","3","Mid","Life & Health"
"Overseas Shipholding Group Inc","OSG","United States","1","Small","Shipping"
"OSI Systems Inc.","OSIS","United States","2","Mid","Electronic Instruments & Related Products"
"Oshkosh Corp.","OSK","United States","2","Large","Autos- Manufacturing"
"Onespan Inc.","OSPN","United States","3","Small","Internet & Software"
"One Stop Systems Inc","OSS","United States","3","Small","Electrical Equipment"
"Overstock.com Inc.","OSTK","United States","3","Mid","Retail - Specialty"
"OraSure Technologies Inc.","OSUR","United States","3","Small","Medical Instruments & Equipment"
"OneSpaWorld Holdings Ltd","OSW","","2","Mid","Sporting & Recreational"
"Open Text Corp.","OTEX","Canada","2","Large","Internet & Software"
"Otis Worldwide Corp.","OTIS","United States","1","Large","Industrial Machinery & Equipment"
"Outlook Therapeutics Inc.","OTLK","United States","3","Small","Biotechnology"
"Otsuka Holdings Co., Ltd.","OTSKY","Japan","3","Large","Pharmaceuticals"
"Otter Tail Corp.","OTTR","United States","2","Mid","Electric Utilities"
"Ottawa Bancorp Inc","OTTW","United States","3","Small","Banking"
"OUTFRONT Media Inc.","OUT","United States","2","Mid","REITs"
"Ohio Valley Banc Corp.","OVBC","United States","2","Small","Banking"
"Ovid Therapeutics Inc.","OVID","United States","4","Small","Pharmaceuticals"
"Oak Valley Bancorp Inc.","OVLY","United States","1","Small","Banking"
"Ovintiv Inc.","OVV","United States","3","Large","Production & Extraction"
"Blue Owl Capital Inc.","OWL","United States","3","Large","Finance Intermediaries & Services"
"Oxford Industries Inc.","OXM","United States","3","Mid","Apparel, Footwear & Accessories"
"OXFORD SQUARE CAPITAL CORP","OXSQ","United States","2","Small","Holding and other Investment Offices"
"Occidental Petroleum Corp.","OXY","United States","4","Large","Production & Extraction"
"Bank OZK","OZK","United States","2","Mid","Banking"
"Plains All American Pipeline, L.P.","PAA","United States","3","Large","Equipment & Services"
"Pan American Silver Corp.","PAAS","Canada","3","Mid","Precious Metals"
"Grupo Aeroportuario del Pacifico S.A.B. de C.V.","PAC","Mexico","3","Large","Airlines/Air Freight"
"Pacific Biosciences California","PACB","United States","3","Mid","Medical Instruments & Equipment"
"Ranpak Holdings Corp.","PACK","United States","3","Small","Containers & Packaging"
"Pacwest Bancorp","PACW","United States","3","Small","Banking"
"Penske Automotive Group Inc.","PAG","United States","1","Large","Retail - Automotive"
"Plains GP Holdings, L.P.","PAGP","United States","3","Mid","Equipment & Services"
"PagSeguro Digital Ltd.","PAGS","","3","Mid","Internet & Software"
"Phibro Animal Health Corp.","PAHC","United States","3","Small","Pharmaceuticals"
"Pampa Energia S.A.","PAM","Argentina","1","Mid","Electric Utilities"
"Pangaea Logistics Solutions","PANL","","3","Small","Shipping"
"Palo Alto Networks, Inc","PANW","United States","2","Large","Internet & Software"
"Par Technology Corp.","PAR","United States","5","Mid","Electronic Instruments & Related Products"
"Paramount Global","PARA","United States","4","Large","Radio & Television"
"Par Pacific Holdings Inc.","PARR","United States","3","Mid","Refining & Marketing"
"Passage Bio Inc.","PASG","United States","5","Small","Biotechnology"
"UiPath Inc.","PATH","United States","3","Large","Internet & Software"
"Patriot Transportation Holding Inc.","PATI","United States","2","Small","Trucking"
"Patrick Industries Inc.","PATK","United States","2","Mid","Auto Parts"
"Patria Investments Limited","PAX","","3","Mid","Finance Intermediaries & Services"
"Paymentus Holdings, Inc.","PAY","United States","3","Mid","Internet & Software"
"Paycom Software Inc","PAYC","United States","3","Large","Internet & Software"
"Payoneer Global Inc.","PAYO","United States","3","Mid","Services"
"Paysign Inc","PAYS","United States","4","Small","Services"
"Paychex Inc.","PAYX","United States","3","Large","Business Services"
"Prosperity Bancshares Inc.","PB","United States","3","Large","Banking"
"PBF Energy Inc","PBF","United States","2","Large","Refining & Marketing"
"Prestige Consumer Healthcare Inc.","PBH","United States","2","Mid","Pharmaceuticals"
"Pathfinder Bancorp Inc.","PBHC","United States","3","Small","Banking"
"Pitney Bowes Inc.","PBI","United States","4","Small","Office Equipment & Furniture"
"Potbelly Corp","PBPB","United States","3","Small","Hotels, Restaurants & Travel"
"Petroleo Brasileiro S.A.","PBR","Brazil","3","Large","Production & Extraction"
"ProSiebenSat.1 Media SE","PBSFY","Germany","3","Mid","Radio & Television"
"Permian Basin Royalty Trust","PBT","United States","3","Small","Oil Royalty Traders"
"Puma Biotechnology, Inc.","PBYI","United States","3","Small","Pharmaceuticals"
"PACCAR Inc.","PCAR","United States","1","Large","Autos- Manufacturing"
"PCB Bancorp","PCB","United States","3","Small","Banking"
"PCCW Ltd.","PCCWY","Hong Kong (S.A.R.)","3","Mid","Services"
"PG&E Corp.","PCG","United States","3","Large","Electric Utilities"
"PotlatchDeltic Corp.","PCH","United States","3","Mid","REITs"
"Procore Technologies Inc.","PCOR","United States","3","Large","Internet & Software"
"Panasonic Holdings Corp.","PCRFY","Japan","1","Large","Household Appliances, Electronics & Goods"
"Pacira BioSciences Inc.","PCRX","United States","3","Mid","Pharmaceuticals"
"PureCycle Technologies Inc.","PCT","United States","4","Mid","Plastics"
"PC-Tel Inc.","PCTI","United States","3","Small","Manufacturing"
"Paylocity Holding Corp","PCTY","United States","3","Large","Internet & Software"
"Vaxcyte Inc.","PCVX","United States","3","Mid","Biotechnology"
"PagerDuty Inc","PD","United States","3","Mid","IT Services"
"Patterson Companies Inc.","PDCO","United States","2","Mid","Medical Instruments & Equipment"
"PDD Holdings Inc.","PDD","","3","Large","Business Services"
"Pro-Dex Inc.","PDEX","United States","2","Small","Medical Instruments & Equipment"
"PDF Solutions Inc.","PDFS","United States","2","Mid","Internet & Software"
"Ponce Financial Group Inc.","PDLB","United States","3","Small","Banking"
"Piedmont Office Realty Trust Inc.","PDM","United States","3","Small","REITs"
"Precision Drilling Corp.","PDS","Canada","3","Mid","Production & Extraction"
"Healthpeak Properties Inc.","PEAK","United States","4","Large","REITs"
"Pebblebrook Hotel Trust","PEB","United States","4","Mid","REITs"
"Peoples Bancorp of North Carolina Inc.","PEBK","United States","2","Small","Banking"
"Peoples Bancorp Inc. (OH)","PEBO","United States","3","Small","Banking"
"Phillips Edison & Co Inc.","PECO","United States","3","Mid","REITs"
"Public Service Enterprise Group Inc.","PEG","United States","2","Large","Electric Utilities"
"Pegasystems Inc.","PEGA","United States","3","Mid","Internet & Software"
"Penumbra Inc","PEN","United States","1","Large","Medical Instruments & Equipment"
"Penn Entertainment Inc.","PENN","United States","3","Mid","Hotels, Restaurants & Travel"
"PepsiCo Inc.","PEP","United States","2","Large","Beverages"
"PepGen Inc.","PEPG","United States","4","Small","Biotechnology"
"Wag! Group Co.","PET","","5","Small","Miscellaneous"
"PetIQ Inc","PETQ","United States","3","Small","Miscellaneous Consumer Goods"
"Petmed Express Inc.","PETS","United States","4","Small","Retail - Specialty"
"Preferred Bank (CA)","PFBC","United States","3","Small","Banking"
"Premier Financial Corp.","PFC","United States","2","Small","Banking"
"Pfizer Inc.","PFE","United States","3","Large","Pharmaceuticals"
"Principal Financial Group Inc.","PFG","United States","3","Large","Life & Health"
"Performance Food Group Company","PFGC","United States","3","Large","Retail - Food & Beverage, Drug & Tobacco"
"Profire Energy, Inc","PFIE","United States","3","Small","Equipment & Services"
"Peoples Financial Services Corp","PFIS","United States","3","Small","Banking"
"PennantPark Floating Rate Capital Ltd.","PFLT","United States","3","Small","Holding and other Investment Offices"
"Performant Financial Corp","PFMT","United States","3","Small","Business Services"
